onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
2.001	6.041	13	23_K10_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
8.042	23.406	13	23_K10_combined_small.mp4	displayVid	not applicable	not applicable	the pins were rubbed together and appeared to be hooked on together without being opened	remembered	remembered	The safety pins magically interlock without breaking the seal.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
32.007	6.005	13	23_K10_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
38.012	6.003	13	23_K10_combined_small.mp4	displayAnswer	11 to 20	39.363281013997	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
44.015	0.049	13	23_K10_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
44.064	5.951	13	23_K10_combined_small.mp4	displayCuriosity	5	45.4190546549944	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
50.015	3.999	13	23_K10_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
56.007	6.04	14	20_Trick20_short_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
62.047	26.134	14	20_Trick20_short_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The magician ties rope around the nut, but is not able to remove it afterwards as it seems that the nut has shrunk.	1	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
90	3.997	14	20_Trick20_short_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
93.997	6	14	20_Trick20_short_combined_small.mp4	displayAnswer	21 to 30	95.2242917959957	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
99.997	0.05	14	20_Trick20_short_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
100.047	5.948	14	20_Trick20_short_combined_small.mp4	displayCuriosity	4	103.815273161003	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
105.994	4.002	14	20_Trick20_short_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
112.013	6.036	15	32_K16_short_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
118.049	31.411	15	32_K16_short_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The volunteer selects and signs a card that is placed in the middle of the deck, but then appears on the top of it.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
150.011	10.002	15	32_K16_short_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
160.013	6	15	32_K16_short_combined_small.mp4	displayAnswer	31 or more	160.651852565003	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
166.013	0.049	15	32_K16_short_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
166.062	5.946	15	32_K16_short_combined_small.mp4	displayCuriosity	3	167.732617565998	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
172.008	4.004	15	32_K16_short_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
178.012	6.036	16	09_S11_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
184.048	24.416	16	09_S11_combined_small.mp4	displayVid	not applicable	not applicable	the stick was pushed through the coin as if it was going through the metal. the stick was then pulled out as if it never made a hole	remembered	remembered	The magician pushes a cigarette through a coin and then reveals that there is no hole.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
210.004	4.001	16	09_S11_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
214.004	6.005	16	09_S11_combined_small.mp4	displayAnswer	31 or more	214.871332894996	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
220.009	0.05	16	09_S11_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
220.059	5.953	16	09_S11_combined_small.mp4	displayCuriosity	3	222.009074850997	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
226.012	4	16	09_S11_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
232	6.041	17	05_K4_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
238.041	31.172	17	05_K4_combined_small.mp4	displayVid	not applicable	not applicable	the rubix cube sides were rubbed by the magician causing each side to appear solved the assistant then showed the cube was real	forgotten	remembered	The magician solves the rubix cube by spinning it in the air.	4	remembered	remembered	forgotten	forgotten	remembered	remembered	remembered
270.012	4	17	05_K4_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
274.012	6	17	05_K4_combined_small.mp4	displayAnswer	11 to 20	274.518914642991	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
280.012	0.048	17	05_K4_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
280.06	5.946	17	05_K4_combined_small.mp4	displayCuriosity	4	282.812657264003	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
286.007	4.003	17	05_K4_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
292.011	6.036	18	08_S12_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
298.047	41.898	18	08_S12_combined_small.mp4	displayVid	not applicable	not applicable	a hole puncher was put onto a card and pressed making it look like a hole was pressed into the card which moved. it was actually a magnet which being moved	remembered	remembered	The magician punches a hole in the card. He then moves the hole from one corner to another before finally revealing that it is actually a black spot on the card.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
340.011	4	18	08_S12_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
344.011	6	18	08_S12_combined_small.mp4	displayAnswer	31 or more	344.560488253002	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
350.011	0.05	18	08_S12_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
350.06	5.947	18	08_S12_combined_small.mp4	displayCuriosity	6	352.526772771991	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
356.007	4.003	18	08_S12_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
362.011	6.036	19	26_S30_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
368.046	25.172	19	26_S30_combined_small.mp4	displayVid	not applicable	not applicable	a string was pulled at the end of one wand which caused the string in the other wand to appear to be pulled. the wands were then shown not to be connected	remembered	remembered	The magician pulls string through two sticks which appear to be connected. However he then reveals thw two sticks are not connected at all.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
394.002	8.006	19	26_S30_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
402.007	6.002	19	26_S30_combined_small.mp4	displayAnswer	0 to 10	405.670175530991	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
408.009	0.049	19	26_S30_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
408.059	5.951	19	26_S30_combined_small.mp4	displayCuriosity	1	409.64203450999	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
414.01	4	19	26_S30_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
420.003	6.041	20	06_H7_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
426.044	33.849	20	06_H7_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The magician wraps the salt shaker in the cloth and makes it disappear.	4	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
460	4.002	20	06_H7_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
464.002	6.004	20	06_H7_combined_small.mp4	displayAnswer	0 to 10	466.056438428001	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
470.006	0.05	20	06_H7_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
470.056	5.953	20	06_H7_combined_small.mp4	displayCuriosity	2	472.666567369	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
476.009	4	20	06_H7_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
481.998	6.006	21	28_K24_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
488.004	24.251	21	28_K24_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	A £10 note is transformed into a £20  note.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
514.007	4.001	21	28_K24_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
518.007	6.001	21	28_K24_combined_small.mp4	displayAnswer	21 to 30	519.543083979996	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
524.008	0.05	21	28_K24_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
524.058	5.95	21	28_K24_combined_small.mp4	displayCuriosity	5	527.010374915	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
530.008	7.997	21	28_K24_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
540.006	6.003	22	17_Trick37_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
546.01	46.332	22	17_Trick37_combined_small.mp4	displayVid	not applicable	not applicable	the elastic bands were put on the magicians hand and the hand was shaken where the elastic bands had appears to moved onto the magicians wrist	remembered	remembered	An elastic band visually travels from finger to finger.	3	remembered	forgotten	forgotten	remembered	remembered	remembered	remembered
