onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
2.002	6.041	13	21_S15_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
8.043	31.972	13	21_S15_combined_small.mp4	displayVid	not applicable	not applicable	The coin was pushed into the glass through the bottom	remembered	remembered	The magician places the glass upside down on the ring and covers it with a piece of silk. When he removes it, the ring is placed on the stem.	6	forgotten	forgotten	forgotten	remembered	remembered	remembered	remembered
42.008	5.998	13	21_S15_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
48.006	6	13	21_S15_combined_small.mp4	displayAnswer	11 to 20	49.276057495008	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
54.006	0.05	13	21_S15_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
54.056	5.951	13	21_S15_combined_small.mp4	displayCuriosity	6	56.8272087229998	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
60.007	3.999	13	21_S15_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
65.997	6.023	14	02_H10_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
72.021	30.872	14	02_H10_combined_small.mp4	displayVid	not applicable	not applicable	The magician put the card back together again	remembered	remembered	The magician magically repairs split card.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
104.006	4.001	14	02_H10_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
108.007	5.999	14	02_H10_combined_small.mp4	displayAnswer	11 to 20	108.829959824012	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
114.006	0.049	14	02_H10_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
114.055	5.949	14	02_H10_combined_small.mp4	displayCuriosity	7	119.365626209998	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
120.004	4.002	14	02_H10_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
126.004	6.027	15	26_S30_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
132.032	25.186	15	26_S30_combined_small.mp4	displayVid	not applicable	not applicable	The sticks disappeared and reappeared	forgotten	forgotten	The magician pulls string through two sticks which appear to be connected. However he then reveals thw two sticks are not connected at all.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
157.999	10.006	15	26_S30_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
168.005	6	15	26_S30_combined_small.mp4	displayAnswer	0 to 10	170.777605306008	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
174.004	0.049	15	26_S30_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
174.054	5.95	15	26_S30_combined_small.mp4	displayCuriosity	4	177.308465865994	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
180.004	3.996	15	26_S30_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
186.002	6.038	16	22_K18_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
192.04	22.216	16	22_K18_combined_small.mp4	displayVid	not applicable	not applicable	No recall	forgotten	forgotten	The magician splays out the cards more and more until they resemble bunting.	1	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
216.004	4	16	22_K18_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
220.004	6	16	22_K18_combined_small.mp4	displayAnswer	11 to 20	222.637744050007	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
226.004	0.049	16	22_K18_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
226.053	5.948	16	22_K18_combined_small.mp4	displayCuriosity	5	229.617422334995	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
232.002	4.002	16	22_K18_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
238.004	6.035	17	10_S27_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
244.039	31.578	17	10_S27_combined_small.mp4	displayVid	not applicable	not applicable	No recall	forgotten	forgotten	The magician pours water into a cup from the bottle and then pours the water into another cup but when he tips it upside down, no water spills out.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
276	4.003	17	10_S27_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
280.004	5.998	17	10_S27_combined_small.mp4	displayAnswer	31 or more	280.994411854015	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
286.002	0.051	17	10_S27_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
286.053	5.95	17	10_S27_combined_small.mp4	displayCuriosity	7	289.641658606008	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
292.003	3.999	17	10_S27_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
297.998	6.024	18	09_S11_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
304.022	24.433	18	09_S11_combined_small.mp4	displayVid	not applicable	not applicable	The magician stuck the stick into the coin and then the stick appeared again	remembered	remembered	The magician pushes a cigarette through a coin and then reveals that there is no hole.	4	remembered	remembered	forgotten	remembered	remembered	remembered	remembered
330.003	4	18	09_S11_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
334.003	6	18	09_S11_combined_small.mp4	displayAnswer	11 to 20	335.301602321008	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
340.002	0.049	18	09_S11_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
340.051	5.95	18	09_S11_combined_small.mp4	displayCuriosity	4	342.277832324995	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
346.001	4.001	18	09_S11_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
352.002	6.036	19	06_H7_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
358.038	33.866	19	06_H7_combined_small.mp4	displayVid	not applicable	not applicable	The salt pot disappeared	forgotten	forgotten	The magician wraps the salt shaker in the cloth and makes it disappear.	6	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
392.001	8	19	06_H7_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
400.001	6	19	06_H7_combined_small.mp4	displayAnswer	11 to 20	400.816910251015	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
406.001	0.051	19	06_H7_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
406.052	5.946	19	06_H7_combined_small.mp4	displayCuriosity	3	408.739314253995	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
411.998	4.003	19	06_H7_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
418	6.035	20	19_H17_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
424.036	46.619	20	19_H17_combined_small.mp4	displayVid	not applicable	not applicable	No recall	forgotten	forgotten	The magician uses a guillotine to slice breadsticks, but not the volunteer's finger.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
472.001	3.998	20	19_H17_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
476	5.999	20	19_H17_combined_small.mp4	displayAnswer	21 to 30	477.137550250016	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
481.999	0.049	20	19_H17_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
482.048	5.952	20	19_H17_combined_small.mp4	displayCuriosity	7	484.056084965996	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
488	4	20	19_H17_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
494	6.035	21	14_K19_long_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
500.035	31.815	21	14_K19_long_combined_small.mp4	displayVid	not applicable	not applicable	The sponges multiplied under the mug	forgotten	forgotten	The red balls are placed under the mug and merge to become a form a larger ball.	3	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
532	4.001	21	14_K19_long_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
536.001	5.999	21	14_K19_long_combined_small.mp4	displayAnswer	31 or more	536.755935914	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
542	0.049	21	14_K19_long_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
542.049	5.947	21	14_K19_long_combined_small.mp4	displayCuriosity	6	544.366256087	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
547.996	8.003	21	14_K19_long_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
557.999	6.036	22	17_Trick37_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
564.035	46.293	22	17_Trick37_combined_small.mp4	displayVid	not applicable	not applicable	The magician move the elastic band across his knuckles and across the other band without releasing his fingers	remembered	remembered	An elastic band visually travels from finger to finger.	4	remembered	remembered	forgotten	remembered	remembered	remembered	remembered
611.999	3.996	22	17_Trick37_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
615.995	6.003	22	17_Trick37_combined_small.mp4	displayAnswer	31 or more	617.772295071016	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
621.998	0.05	22	17_Trick37_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
622.048	5.95	22	17_Trick37_combined_small.mp4	displayCuriosity	6	625.542328665993	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
627.998	4.001	22	17_Trick37_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
633.998	6.033	23	34_Trick38_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
640.032	27.414	23	34_Trick38_combined_small.mp4	displayVid	not applicable	not applicable	The handkerchief disappeared and then came back into the magicians hands	remembered	remembered	The magician closes one fist around a silk handkerchief and makes it disappear. Then, he makes it appear in his other hand.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
667.998	3.999	23	34_Trick38_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
671.997	6	23	34_Trick38_combined_small.mp4	displayAnswer	31 or more	672.904983467015	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
677.998	0.049	23	34_Trick38_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
678.047	5.948	23	34_Trick38_combined_small.mp4	displayCuriosity	5	679.897830708011	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
683.995	4.001	23	34_Trick38_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
689.997	6.036	24	36_Trick7_short_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
696.033	20.617	24	36_Trick7_short_combined_small.mp4	displayVid	not applicable	not applicable	The sponge balls disappeared and reappeared with 2 in one hand	remembered	remembered	The magician gets the volunteer to hold a foam ball, which he then transforms into  two balls.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
717.998	9.999	24	36_Trick7_short_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
727.997	6	24	36_Trick7_short_combined_small.mp4	displayAnswer	31 or more	729.009692985011	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
733.997	0.049	24	36_Trick7_short_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
734.046	5.951	24	36_Trick7_short_combined_small.mp4	displayCuriosity	5	736.299853928998	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
739.997	4	24	36_Trick7_short_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
