onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
2	6.02	1	05_K4_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
8.02	31.727	1	05_K4_combined_small.mp4	displayVid	not applicable	not applicable	The magician appeared to restore the Rubik's cube without actually turning the components.	remembered	remembered	The magician solves the rubix cube by spinning it in the air.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
40	3.999	1	05_K4_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
43.999	6.002	1	05_K4_combined_small.mp4	displayAnswer	11 to 20	46.1997928599994	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
50.001	0.082	1	05_K4_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
50.083	5.95	1	05_K4_combined_small.mp4	displayCuriosity	6	55.036045539	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
56.033	4.001	1	05_K4_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
61.999	6.003	2	01_H35_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
68.002	37.693	2	01_H35_combined_small.mp4	displayVid	not applicable	not applicable	The participant was asked to mark one card and put it back to the stack. The magician reshuffled the stack and was able to find the card in the middle of the stack. 	forgotten	forgotten	The volunteer signs a card that is placed into the Ziploc bag, but then appears in the card box.	2	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
105.999	3.997	2	01_H35_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
