onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
2.001	6.039	13	34_Trick38_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
8.04	27.416	13	34_Trick38_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The magician closes his hand around a green silk handerchief, but when he opens his hand, the silk is blue.	5	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
36.005	5.999	13	34_Trick38_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
42.004	5.998	13	34_Trick38_combined_small.mp4	displayAnswer	31 or more	43.0398939750012	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
48.001	0.049	13	34_Trick38_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
48.051	5.952	13	34_Trick38_combined_small.mp4	displayCuriosity	2	49.0587808819982	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
54.003	4.001	13	34_Trick38_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
60.004	6.029	14	31_K3_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
66.033	25.902	14	31_K3_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The magician takes the leaf and turns it into a box of flowers.	1	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
92.001	4.003	14	31_K3_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
96.004	5.999	14	31_K3_combined_small.mp4	displayAnswer	31 or more	96.6288121809994	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
102.003	0.049	14	31_K3_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
102.052	5.951	14	31_K3_combined_small.mp4	displayCuriosity	4	106.688564115997	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
108.003	4	14	31_K3_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
113.998	6.006	15	21_S15_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
120.005	32.002	15	21_S15_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The magician places a ring on the stem of the glass without breaking it.	3	remembered	forgotten	forgotten	forgotten	forgotten	forgotten	forgotten
154.002	9.999	15	21_S15_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
164.002	6.001	15	21_S15_combined_small.mp4	displayAnswer	31 or more	164.660091054	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
170.003	0.048	15	21_S15_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
170.051	5.952	15	21_S15_combined_small.mp4	displayCuriosity	2	170.706804811001	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
176.003	4.001	15	21_S15_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
181.997	6.04	16	06_H7_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
188.038	33.848	16	06_H7_combined_small.mp4	displayVid	not applicable	not applicable	no recall	forgotten	forgotten	The magician lets a coin appear everywhere around the salt shaker.	4	remembered	remembered	forgotten	forgotten	forgotten	remembered	remembered
