onset	duration	trial	stim_file	event	response	response_timestamp	response_recall	trial_type_cuedRecallStrict	trial_type_cuedRecallLenient	response_recognition	response_confidence	trial_type_allConf	trial_type_highConf	trial_type_aboveAvgConf	trial_type_rememberedStrictAboveAvg	trial_type_rememberedLenientAboveAvg	trial_type_rememberedStrictHigh	trial_type_rememberedLenientHigh
2	6.003	13	23_K10_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
8.003	23.451	13	23_K10_combined_small.mp4	displayVid	not applicable	not applicable	he made the paperclips link together by touching them together	remembered	remembered	The safety pins magically interlock without breaking the seal.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
32	6	13	23_K10_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
38.001	5.999	13	23_K10_combined_small.mp4	displayAnswer	21 to 30	38.6060644070094	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
44	0.05	13	23_K10_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
44.05	5.948	13	23_K10_combined_small.mp4	displayCuriosity	2	46.4290403930063	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
49.998	4.002	13	23_K10_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
56	6.002	14	03_H16_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
62.002	33.646	14	03_H16_combined_small.mp4	displayVid	not applicable	not applicable	he held up the coke can and it filled with coke which he then poured into the glass	remembered	remembered	The magician pours coke into a glass from an empty can.	6	remembered	remembered	remembered	remembered	remembered	remembered	remembered
96.02	4	14	03_H16_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
100.019	5.997	14	03_H16_combined_small.mp4	displayAnswer	11 to 20	101.017606580004	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
106.017	0.049	14	03_H16_combined_small.mp4	fixationPostAnswer	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
106.066	5.95	14	03_H16_combined_small.mp4	displayCuriosity	5	107.835286425005	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
112.016	3.997	14	03_H16_combined_small.mp4	fixationPostCuriosity	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
117.999	6.036	15	07_K2_combined_small.mp4	displayMockVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
124.034	27.219	15	07_K2_combined_small.mp4	displayVid	not applicable	not applicable	he showed the pages of the book which were full of pictures of sweets he then closed the book tapped it and when he opened it again the pages were blank and sweets fell out on to the table	remembered	remembered	Green and golden sweets fall out of the pages of the book.	5	remembered	remembered	remembered	remembered	remembered	remembered	remembered
152.005	10.008	15	07_K2_combined_small.mp4	fixationPostVid	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
162.013	6.003	15	07_K2_combined_small.mp4	displayAnswer	11 to 20	162.650842875009	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
